,Date,Open,High,Low,Close,Adj_Close,Volume,Dividend_Amt,Split_Coeff
1312,2012-11-27,388.5,394.0,387.0,393.4,356.2768,4941320,0.0,1.0
1313,2012-11-26,387.45,389.725,385.5,386.825,350.3222,2076824,0.0,1.0
1314,2012-11-23,383.0,387.9,383.0,386.875,350.3675,3414790,0.0,1.0
1315,2012-11-22,386.525,386.85,380.7,382.925,346.7903,4794262,0.0,1.0
1316,2012-11-21,383.25,386.95,380.55,385.6,349.2128,3937528,0.0,1.0
1317,2012-11-20,390.35,390.35,381.1,382.675,346.5638,4312918,0.0,1.0
1318,2012-11-19,387.625,389.125,380.675,387.15,350.6165,9474228,0.0,1.0
1319,2012-11-16,393.7,396.325,385.5,387.575,351.0015,6563936,0.0,1.0
1320,2012-11-15,393.325,394.425,388.525,392.3,355.2805,6972880,0.0,1.0
1321,2012-11-12,392.925,394.7,389.5,393.325,356.2089,5788254,0.0,1.0
1322,2012-11-11,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0
1323,2012-11-09,396.675,401.75,392.5,393.825,356.6617,4843820,0.0,1.0
1324,2012-11-08,396.5,399.15,394.875,398.3,360.7144,5675474,0.0,1.0
1325,2012-11-07,401.0,402.65,399.0,400.425,362.6388,4762768,0.0,1.0
1326,2012-11-06,402.0,403.7,398.125,402.725,364.7218,7063286,0.0,1.0
1327,2012-11-05,401.825,404.475,400.925,403.075,365.0388,2316256,0.0,1.0
1328,2012-11-02,406.0,407.45,401.25,403.975,365.8539,5279228,0.0,1.0
1329,2012-11-01,397.5,404.4,394.35,403.55,365.4689,8402312,0.0,1.0
1330,2012-10-31,401.575,403.675,399.0,402.75,364.7445,4307638,0.0,1.0
1331,2012-10-30,405.0,405.9,399.575,401.625,363.7256,4268740,0.0,1.0
1332,2012-10-29,405.2,407.2,401.175,405.6,367.3255,5022484,0.0,1.0
1333,2012-10-25,404.975,409.35,403.6,405.2,366.9632,8254898,0.0,1.0
1334,2012-10-23,406.75,407.4,402.4,404.975,366.7595,4340214,0.0,1.0
1335,2012-10-22,397.6,408.475,395.85,407.8,369.3179,6475922,0.0,1.0
1336,2012-10-19,403.85,405.25,399.675,401.4,363.5219,5782564,0.0,1.0
1337,2012-10-18,403.625,408.0,398.5,405.65,367.3708,12161372,0.0,1.0
1338,2012-10-17,408.025,408.7,400.775,402.575,364.586,9561824,0.0,1.0
1339,2012-10-16,419.45,419.975,405.0,406.225,367.8915,10136274,0.0,1.0
1340,2012-10-15,409.5,414.95,409.5,411.525,372.6914,5111650,0.0,1.0
1341,2012-10-12,409.4,413.2,408.025,409.45,370.8122,4858090,0.0,1.0
1342,2012-10-11,409.5,411.0,404.65,409.975,371.2877,5420676,0.0,1.0
1343,2012-10-10,405.5,411.15,403.7,408.0,369.4991,4288650,0.0,1.0
1344,2012-10-09,412.75,413.35,406.55,407.65,369.1821,5303922,0.0,1.0
1345,2012-10-08,427.275,427.275,408.125,409.7,371.0386,9551586,0.0,1.0
1346,2012-10-05,429.95,431.0,341.175,428.9,388.4268,7184276,0.0,1.0
1347,2012-10-04,425.275,429.45,424.55,426.45,386.208,5772464,0.0,1.0
1348,2012-10-03,416.75,426.725,416.75,423.05,383.1288,10013278,0.0,1.0
1349,2012-10-01,420.0,421.15,414.625,416.75,377.4233,3982938,0.0,1.0
1350,2012-09-28,418.5,423.95,417.175,418.6,379.0988,6454098,0.0,1.0
1351,2012-09-27,422.6,424.0,412.125,414.925,375.7705,13907170,0.0,1.0
1352,2012-09-26,419.0,424.85,416.925,422.375,382.5175,7615422,0.0,1.0
1353,2012-09-25,419.0,422.4,415.125,419.875,380.2534,6326376,0.0,1.0
1354,2012-09-24,425.0,428.9,416.375,418.175,378.7138,6814066,0.0,1.0
1355,2012-09-21,416.5,427.35,416.0,425.15,385.0307,16428548,0.0,1.0
1356,2012-09-20,427.8,427.8,414.125,416.25,376.9705,6999270,0.0,1.0
1357,2012-09-18,435.1,436.95,425.65,427.8,387.4306,7907208,0.0,1.0
1358,2012-09-17,424.05,440.8,424.05,436.875,395.6492,19397872,0.0,1.0
1359,2012-09-14,406.5,422.85,404.775,420.875,381.1591,16600944,0.0,1.0
1360,2012-09-13,399.05,404.25,397.15,399.575,361.8691,5338738,0.0,1.0
1361,2012-09-12,396.75,399.85,394.725,399.05,361.3936,3553506,0.0,1.0
1362,2012-09-11,394.75,397.925,391.6,395.5,358.1786,6244396,0.0,1.0
1363,2012-09-10,400.0,401.675,394.575,396.025,358.654,4012136,0.0,1.0
1364,2012-09-08,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0
1365,2012-09-07,389.35,398.25,389.25,395.875,358.5182,6318910,0.0,1.0
1366,2012-09-06,383.15,387.3,382.0,384.1,347.8544,2424210,0.0,1.0
1367,2012-09-05,387.625,389.975,382.1,385.575,349.1902,6025264,0.0,1.0
1368,2012-09-04,381.975,390.575,381.1,389.8,353.0165,4002478,0.0,1.0
1369,2012-09-03,384.0,384.975,380.025,381.525,345.5223,4475722,0.0,1.0
1370,2012-08-31,390.0,392.2,381.35,383.2,347.0393,6757726,0.0,1.0
1371,2012-08-30,389.875,395.925,384.3,391.7,354.7372,12455822,0.0,1.0
1372,2012-08-29,395.5,398.75,390.15,391.075,354.1712,4042402,0.0,1.0
1373,2012-08-28,393.425,396.95,389.275,395.1,357.8163,4011248,0.0,1.0
1374,2012-08-27,393.0,398.1,391.75,393.675,356.5258,4185058,0.0,1.0
1375,2012-08-24,395.875,397.25,389.35,391.05,354.1485,6911260,0.0,1.0
1376,2012-08-23,405.275,405.7,393.975,397.25,359.7635,7616864,0.0,1.0
1377,2012-08-22,404.6,407.75,402.85,403.9,365.786,3999492,0.0,1.0
1378,2012-08-21,408.05,411.95,406.15,407.125,368.7066,5055064,0.0,1.0
1379,2012-08-17,408.95,412.45,404.825,408.05,369.5443,6551276,0.0,1.0
1380,2012-08-16,399.775,410.925,399.55,408.075,369.567,9889474,0.0,1.0
1381,2012-08-14,393.95,401.0,393.5,399.775,362.0502,7547228,0.0,1.0
1382,2012-08-13,389.75,395.0,389.75,394.075,356.8881,2826916,0.0,1.0
1383,2012-08-10,388.825,394.5,387.075,391.05,354.1485,4881736,0.0,1.0
1384,2012-08-09,394.45,398.2,388.325,390.075,353.2655,5828902,0.0,1.0
1385,2012-08-08,392.525,399.5,391.275,395.4,358.088,8398568,0.0,1.0
1386,2012-08-07,393.025,397.975,388.875,391.875,354.8957,8992598,0.0,1.0
1387,2012-08-06,374.025,394.7,374.025,393.025,355.9372,17091032,0.0,1.0
1388,2012-08-03,367.5,374.0,365.275,371.275,336.2396,5003144,0.0,1.0
1389,2012-08-02,371.05,373.8,368.375,369.775,334.8811,3645704,0.0,1.0
1390,2012-08-01,370.125,375.45,369.3,373.375,338.1414,6597782,0.0,1.0
1391,2012-07-31,365.8,373.05,360.5,371.8,336.715,6162516,0.0,1.0
1392,2012-07-30,361.5,365.9,360.925,364.8,330.3756,3183650,0.0,1.0
1393,2012-07-27,359.5,363.4,358.075,360.5,326.4814,6156390,0.0,1.0
1394,2012-07-26,360.45,360.45,353.325,355.075,321.5683,6408030,0.0,1.0
1395,2012-07-25,360.2,362.275,356.075,359.625,325.6889,3999392,0.0,1.0
1396,2012-07-24,360.5,363.425,359.175,362.25,328.0663,3673386,0.0,1.0
1397,2012-07-23,357.5,362.9,356.65,359.5,325.5757,4672712,0.0,1.0
1398,2012-07-20,361.15,364.425,358.525,361.325,327.2285,5672054,0.0,1.0
1399,2012-07-19,360.1,364.95,359.0,363.9,329.5605,5340264,0.0,1.0
1400,2012-07-18,359.0,360.925,356.1,357.9,324.1267,3910028,0.0,1.0
1401,2012-07-17,362.4,363.975,358.65,359.675,325.7342,5210268,0.0,1.0
1402,2012-07-16,360.0,362.075,357.525,360.175,326.187,3340658,0.0,1.0
1403,2012-07-13,360.0,363.25,357.5,359.25,325.3493,5199434,0.0,1.0
1404,2012-07-12,360.95,364.9,358.55,360.6,326.5719,4602056,0.0,1.0
1405,2012-07-11,366.725,368.3,361.0,362.825,328.587,5457274,0.0,1.0
1406,2012-07-10,365.725,371.0,365.4,369.85,334.9491,2731274,0.0,1.0
1407,2012-07-09,364.5,366.9,363.05,365.9,331.3718,3565348,0.0,1.0
1408,2012-07-06,369.0,369.0,364.75,367.425,332.7528,4233158,0.0,1.0
1409,2012-07-05,367.475,371.2,366.025,369.35,334.4962,3568436,0.0,1.0
1410,2012-07-04,370.0,370.0,364.425,367.125,332.4812,4273188,0.0,1.0
1411,2012-07-03,369.975,371.325,365.65,368.175,333.4321,4706492,0.0,1.0
1412,2012-07-02,367.75,370.4,365.075,368.7,333.9076,3123346,0.0,1.0
1413,2012-06-29,362.55,370.45,362.55,368.925,334.1114,7667150,0.0,1.0
1414,2012-06-28,362.2,363.9,358.325,359.95,325.9833,5441830,0.0,1.0
1415,2012-06-27,363.2,364.8,359.0,361.25,327.1606,3523864,0.0,1.0
1416,2012-06-26,358.75,362.75,357.225,361.75,327.6135,7353174,0.0,1.0
1417,2012-06-25,357.1,361.475,356.0,358.1,324.3078,5081240,0.0,1.0
1418,2012-06-22,356.775,357.45,351.775,355.5,321.9532,8745728,0.0,1.0
1419,2012-06-21,367.0,367.0,355.2,359.35,325.4399,10336184,0.0,1.0
1420,2012-06-20,369.0,371.475,366.5,368.7,333.9076,4714924,0.0,1.0
1421,2012-06-19,358.5,369.7,358.5,368.725,333.9302,3567750,0.0,1.0
1422,2012-06-18,365.175,367.25,356.0,359.45,325.5305,4587396,0.0,1.0
1423,2012-06-15,359.25,364.9,359.25,363.375,329.0851,4542734,0.0,1.0
1424,2012-06-14,358.0,360.4,355.525,358.175,324.3758,3419434,0.0,1.0
1425,2012-06-13,361.125,361.975,356.2,358.15,324.3531,4548816,0.0,1.0
1426,2012-06-12,357.5,363.0,357.2,361.475,327.3644,5468620,0.0,1.0
1427,2012-06-11,366.35,368.2,359.05,361.125,327.0474,4550792,0.0,1.0
1428,2012-06-08,359.0,365.95,356.15,364.85,330.4209,5814010,0.0,1.0
1429,2012-06-07,360.525,365.95,358.125,360.625,326.5946,12775432,0.0,1.0
1430,2012-06-06,352.225,359.0,349.25,357.95,324.172,10630444,0.0,1.0
1431,2012-06-05,348.0,353.0,347.55,351.275,318.1269,6073276,0.0,1.0
1432,2012-06-04,338.5,348.5,336.7,346.375,313.6892,6523694,0.0,1.0
1433,2012-06-01,353.675,354.725,339.025,342.625,310.2932,8193138,0.0,1.0
1434,2012-05-31,348.5,364.525,341.175,352.8,319.508,18049922,0.0,1.0
1435,2012-05-30,349.825,354.325,347.575,353.125,312.1044,7042064,0.0,1.0
1436,2012-05-29,351.1,354.9,348.775,350.925,310.1599,6868632,0.0,1.0
1437,2012-05-28,346.0,351.5,346.0,350.825,310.0716,5150204,0.0,1.0
1438,2012-05-25,347.5,347.65,344.275,345.6,305.4535,6170046,0.0,1.0
1439,2012-05-24,347.0,350.0,343.05,347.65,307.2654,4799636,0.0,1.0
1440,2012-05-23,342.6,344.975,339.775,343.425,303.5312,5166696,0.0,1.0
1441,2012-05-22,352.3,352.3,344.375,345.55,305.4094,5876094,0.0,1.0
1442,2012-05-21,343.25,350.35,343.0,347.75,307.3538,4668254,0.0,1.0
1443,2012-05-18,338.45,348.2,337.5,344.275,304.2824,4727920,0.0,1.0
1444,2012-05-17,340.125,344.925,338.9,342.575,302.78,7120976,0.0,1.0
1445,2012-05-16,337.5,341.4,336.525,338.05,298.7805,6203520,0.0,1.0
1446,2012-05-15,339.5,344.0,337.05,340.825,301.2333,7392692,0.0,1.0
1447,2012-05-14,349.0,351.4,339.275,340.65,301.0786,8162188,0.0,1.0
1448,2012-05-11,346.5,351.5,344.15,348.6,308.1051,6085020,0.0,1.0
1449,2012-05-10,348.625,354.2,345.275,347.075,306.7572,6783638,0.0,1.0
1450,2012-05-09,351.0,354.15,345.525,347.55,307.177,7341320,0.0,1.0
1451,2012-05-08,359.0,359.45,349.5,354.175,313.0324,7770830,0.0,1.0
1452,2012-05-07,357.5,361.0,352.55,357.85,316.2805,9182100,0.0,1.0
1453,2012-05-04,366.7,370.0,361.0,363.225,321.0312,7556936,0.0,1.0
1454,2012-05-03,369.25,372.225,367.575,369.425,326.5109,3794324,0.0,1.0
1455,2012-05-02,372.5,375.7,370.0,371.775,328.588,5723804,0.0,1.0
1456,2012-04-30,368.75,373.95,368.75,372.55,329.2729,5553540,0.0,1.0
1457,2012-04-27,370.65,373.575,368.25,371.0,327.903,5715402,0.0,1.0
1458,2012-04-26,368.55,374.5,366.8,372.525,329.2508,6939968,0.0,1.0
1459,2012-04-25,367.05,371.45,364.025,368.15,325.3841,6211262,0.0,1.0
1460,2012-04-24,369.5,370.25,361.85,367.55,324.8538,7618632,0.0,1.0
1461,2012-04-23,362.925,372.875,362.1,368.15,325.3841,10106398,0.0,1.0
1462,2012-04-20,370.025,370.5,364.0,365.425,322.9756,6821954,0.0,1.0
1463,2012-04-19,376.95,376.95,369.25,370.825,327.7483,8411492,0.0,1.0
1464,2012-04-18,375.0,378.4,371.35,374.3,330.8196,6856690,0.0,1.0
1465,2012-04-17,377.4,377.4,370.175,373.2,329.8474,6351854,0.0,1.0
1466,2012-04-16,373.55,376.725,368.0,374.05,330.5987,4808492,0.0,1.0
1467,2012-04-13,373.025,381.0,368.75,375.775,332.1233,6498448,0.0,1.0
1468,2012-04-12,366.65,372.8,366.65,371.65,328.4775,5385010,0.0,1.0
1469,2012-04-11,369.5,369.5,363.15,365.15,322.7325,7453684,0.0,1.0
1470,2012-04-10,373.0,373.5,369.05,371.325,328.1902,3826530,0.0,1.0
1471,2012-04-09,373.5,374.0,367.05,371.075,327.9693,5217040,0.0,1.0
1472,2012-04-04,372.5,378.5,371.725,373.5,330.1126,5400824,0.0,1.0
1473,2012-04-03,372.125,381.45,372.125,376.35,332.6315,8007540,0.0,1.0
1474,2012-04-02,374.675,375.425,369.525,370.275,327.2622,5129724,0.0,1.0
1475,2012-03-30,364.75,376.5,363.55,375.3,331.7035,7898408,0.0,1.0
1476,2012-03-29,359.0,364.85,359.0,362.325,320.2357,10961434,0.0,1.0
1477,2012-03-28,365.0,367.95,360.25,362.85,320.6997,8262228,0.0,1.0
1478,2012-03-27,369.0,369.4,362.55,365.525,323.0639,12432502,0.0,1.0
1479,2012-03-26,371.95,371.95,363.5,365.05,322.6441,10576696,0.0,1.0
1480,2012-03-23,371.9,374.75,369.05,372.025,328.8089,12323672,0.0,1.0
1481,2012-03-22,382.95,385.725,366.0,368.175,325.4061,13369316,0.0,1.0
1482,2012-03-21,380.0,386.75,377.55,384.025,339.4149,6497096,0.0,1.0
1483,2012-03-20,378.05,383.2,375.15,380.275,336.1006,4779840,0.0,1.0
1484,2012-03-19,390.5,391.5,375.55,377.55,333.6921,7304896,0.0,1.0
1485,2012-03-16,390.0,398.85,383.675,386.175,341.3152,11506192,0.0,1.0
1486,2012-03-15,409.0,410.6,396.7,398.325,352.0538,9261372,0.0,1.0
1487,2012-03-14,414.0,415.0,403.35,407.25,359.942,8057018,0.0,1.0
1488,2012-03-13,401.725,410.975,401.65,409.975,362.3505,7368154,0.0,1.0
1489,2012-03-12,395.0,401.5,389.85,399.275,352.8934,6876666,0.0,1.0
1490,2012-03-09,405.475,405.475,384.6,386.9,341.956,7885854,0.0,1.0
1491,2012-03-07,388.275,388.75,375.5,380.9,336.6529,12893458,0.0,1.0
1492,2012-03-06,398.5,404.5,387.0,388.275,343.1712,16059982,0.0,1.0
1493,2012-03-05,406.025,407.0,397.125,398.75,352.4294,5977226,0.0,1.0
1494,2012-03-03,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0
1495,2012-03-02,408.125,409.0,402.875,407.05,359.7653,5800174,0.0,1.0
1496,2012-03-01,405.9,409.35,400.55,405.475,358.3732,5925188,0.0,1.0
1497,2012-02-29,402.525,413.95,402.075,410.375,362.704,12730698,0.0,1.0
1498,2012-02-28,394.525,400.175,393.85,398.25,351.9875,10578836,0.0,1.0
1499,2012-02-27,410.9,412.8,382.675,390.725,345.3366,12696430,0.0,1.0
1500,2012-02-24,416.75,420.85,407.25,409.975,362.3505,8570072,0.0,1.0
1501,2012-02-23,416.0,424.95,413.3,419.8,371.0341,8734586,0.0,1.0
1502,2012-02-22,424.0,428.7,415.05,416.7,368.2943,11496258,0.0,1.0
1503,2012-02-21,409.1,424.375,407.55,421.775,372.7797,16667330,0.0,1.0
1504,2012-02-17,411.025,413.2,405.1,409.1,361.5771,16422650,0.0,1.0
1505,2012-02-16,415.5,415.5,402.35,406.225,359.0361,12685154,0.0,1.0
1506,2012-02-15,427.1,427.875,416.525,418.325,369.7305,14364634,0.0,1.0
1507,2012-02-14,423.45,428.2,421.5,424.45,375.144,6268442,0.0,1.0
1508,2012-02-13,420.55,429.4,420.5,424.625,375.2986,6987398,0.0,1.0
1509,2012-02-10,425.175,429.5,419.0,421.625,372.6472,6835950,0.0,1.0
1510,2012-02-09,428.375,429.95,421.3,426.925,377.3315,8618382,0.0,1.0
1511,2012-02-08,423.5,432.35,422.5,429.2,379.3423,7295252,0.0,1.0
1512,2012-02-07,421.0,426.35,417.125,422.275,373.2216,9631954,0.0,1.0
1513,2012-02-06,422.95,424.75,412.05,416.5,368.1175,7968824,0.0,1.0
1514,2012-02-03,415.0,420.0,407.825,419.15,370.4597,9138418,0.0,1.0
1515,2012-02-02,417.5,421.35,412.075,414.625,366.4603,9803958,0.0,1.0
1516,2012-02-01,409.45,417.0,408.0,415.6,367.3221,7553612,0.0,1.0
1517,2012-01-31,402.25,410.4,400.7,408.55,361.091,12528924,0.0,1.0
1518,2012-01-30,406.95,409.425,396.1,397.375,351.2141,9658182,0.0,1.0
1519,2012-01-27,395.475,413.95,395.475,410.2,362.5493,11130982,0.0,1.0
1520,2012-01-25,394.35,397.5,391.4,395.475,349.5348,7674410,0.0,1.0
1521,2012-01-24,387.3,395.8,385.2,391.875,346.3531,10190998,0.0,1.0
1522,2012-01-23,377.65,389.875,377.6,385.775,340.9616,12915170,0.0,1.0
1523,2012-01-20,395.0,400.0,386.025,396.325,350.2861,14503728,0.0,1.0
1524,2012-01-19,394.5,397.975,391.05,392.825,347.1927,10967016,0.0,1.0
1525,2012-01-18,381.0,393.95,379.025,389.875,344.5854,18497512,0.0,1.0
1526,2012-01-17,358.0,372.2,358.0,371.025,327.9251,10395272,0.0,1.0
1527,2012-01-16,364.975,364.975,355.5,356.475,315.0653,8134976,0.0,1.0
1528,2012-01-13,371.0,375.475,364.05,365.9,323.3954,9385860,0.0,1.0
1529,2012-01-12,373.75,376.475,366.3,368.45,325.6492,6503248,0.0,1.0
1530,2012-01-11,368.95,376.5,365.75,374.125,330.6649,9684286,0.0,1.0
1531,2012-01-10,356.0,369.5,356.0,368.1,325.3399,9015448,0.0,1.0
1532,2012-01-09,357.225,357.225,351.225,353.125,312.1044,8405756,0.0,1.0
1533,2012-01-07,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0
1534,2012-01-06,348.525,362.0,348.325,358.775,317.0981,9406294,0.0,1.0
1535,2012-01-05,357.5,362.475,347.05,349.75,309.1215,13239172,0.0,1.0
1536,2012-01-04,363.7,365.475,356.675,358.075,316.4794,8476734,0.0,1.0
1537,2012-01-03,356.125,363.45,355.175,362.325,320.2357,9366982,0.0,1.0
1538,2012-01-02,348.4,354.875,343.575,353.275,312.237,8598434,0.0,1.0
1539,2011-12-30,356.5,360.275,344.5,346.475,306.2269,13324660,0.0,1.0
1540,2011-12-29,366.825,369.5,353.6,355.95,314.6013,10899048,0.0,1.0
1541,2011-12-28,378.85,379.25,367.675,369.525,326.5993,5658136,0.0,1.0
1542,2011-12-27,383.0,384.35,372.675,376.525,332.7862,6148616,0.0,1.0
1543,2011-12-26,373.525,382.4,372.775,380.5,336.2995,4752938,0.0,1.0
1544,2011-12-23,380.0,384.875,371.2,373.2,329.8474,7022150,0.0,1.0
1545,2011-12-22,370.675,380.15,366.5,377.275,333.4491,8947438,0.0,1.0
1546,2011-12-21,363.5,376.875,361.35,374.0,330.5545,9126810,0.0,1.0
1547,2011-12-20,370.85,370.85,354.6,356.725,315.2862,11101126,0.0,1.0
1548,2011-12-19,359.6,369.95,357.575,367.65,324.9421,9428232,0.0,1.0
1549,2011-12-16,374.5,422.3,358.025,360.925,318.9983,11657426,0.0,1.0
1550,2011-12-15,365.95,377.25,361.75,375.075,331.5046,13222278,0.0,1.0
1551,2011-12-14,369.0,376.95,366.7,370.95,327.8588,10609412,0.0,1.0
1552,2011-12-13,361.95,373.0,360.5,371.15,328.0355,10456936,0.0,1.0
1553,2011-12-12,380.275,381.0,362.0,363.75,321.4952,10194068,0.0,1.0
1554,2011-12-09,384.95,384.95,376.35,377.85,333.9572,10089752,0.0,1.0
1555,2011-12-08,401.0,403.85,386.05,389.425,344.1877,8885394,0.0,1.0
1556,2011-12-07,403.375,409.75,401.6,404.9,357.865,7028300,0.0,1.0
1557,2011-12-05,404.175,406.1,399.175,403.375,356.5172,6321668,0.0,1.0
1558,2011-12-02,398.5,407.5,393.275,406.025,358.8593,8959760,0.0,1.0
1559,2011-12-01,399.5,405.375,397.6,399.5,353.0923,9429934,0.0,1.0
1560,2011-11-30,378.35,391.65,376.55,389.125,343.9225,9138292,0.0,1.0
1561,2011-11-29,391.0,391.0,379.575,382.5,338.0671,9606880,0.0,1.0
1562,2011-11-28,382.5,392.9,381.275,391.9,346.3752,5044138,0.0,1.0
1563,2011-11-25,384.85,385.625,375.5,376.9,333.1176,7399450,0.0,1.0
1564,2011-11-24,387.5,389.0,376.575,386.575,341.6687,12735430,0.0,1.0
1565,2011-11-23,394.95,394.95,377.9,386.7,341.7792,10839538,0.0,1.0
1566,2011-11-22,394.05,402.225,393.3,397.6,351.413,8764704,0.0,1.0
1567,2011-11-21,400.0,400.0,390.75,393.175,347.502,8099002,0.0,1.0
1568,2011-11-18,400.15,405.975,393.5,404.05,357.1138,9916088,0.0,1.0
1569,2011-11-17,422.525,424.325,403.125,404.975,357.9313,11076110,0.0,1.0
1570,2011-11-16,429.55,429.55,418.675,424.05,374.7904,6086372,0.0,1.0
1571,2011-11-15,435.5,439.0,428.125,430.725,380.6901,4525006,0.0,1.0
1572,2011-11-14,445.7,448.0,436.5,438.35,387.4294,7312946,0.0,1.0
1573,2011-11-11,429.5,444.4,425.05,442.675,391.2519,9938506,0.0,1.0
1574,2011-11-09,445.025,446.325,430.575,432.475,382.2368,5332624,0.0,1.0
1575,2011-11-08,439.5,442.5,434.25,441.85,390.5227,4626616,0.0,1.0
1576,2011-11-04,452.5,452.5,436.325,439.975,388.8656,8343914,0.0,1.0
1577,2011-11-03,433.875,444.675,431.5,442.95,391.495,7333994,0.0,1.0
1578,2011-11-02,427.5,440.475,427.5,435.9,385.2639,6286550,0.0,1.0
1579,2011-11-01,435.25,439.25,428.8,430.3,380.3144,7490442,0.0,1.0
1580,2011-10-31,449.0,449.65,436.275,438.775,387.8049,7256164,0.0,1.0
1581,2011-10-28,439.5,452.0,435.525,450.0,397.726,12688228,0.0,1.0
1582,2011-10-25,427.5,440.475,421.075,437.975,387.0978,10394092,0.0,1.0
1583,2011-10-24,424.0,427.0,421.775,423.25,374.0834,4151788,0.0,1.0
1584,2011-10-21,420.0,424.6,415.55,417.875,369.3328,4728350,0.0,1.0
1585,2011-10-20,417.425,420.45,411.0,419.35,370.6364,4558742,0.0,1.0
1586,2011-10-19,412.75,422.5,412.05,421.5,372.5367,5427734,0.0,1.0
1587,2011-10-18,412.5,413.2,405.675,409.95,362.3284,8365930,0.0,1.0
1588,2011-10-17,433.5,434.425,415.575,416.9,368.471,10081616,0.0,1.0
1589,2011-10-14,421.0,434.85,420.75,433.45,383.0985,8170070,0.0,1.0
1590,2011-10-13,425.0,429.0,421.05,423.45,374.2602,8390704,0.0,1.0
1591,2011-10-12,414.7,425.95,413.025,424.825,375.4754,7895248,0.0,1.0
1592,2011-10-11,417.5,420.7,411.25,413.5,365.466,7185020,0.0,1.0
1593,2011-10-10,402.125,415.45,402.1,414.625,366.4603,6787266,0.0,1.0
1594,2011-10-07,393.35,404.0,392.45,401.45,354.8158,9102652,0.0,1.0
1595,2011-10-05,386.275,388.95,380.875,383.5,338.951,9479192,0.0,1.0
1596,2011-10-04,392.0,395.4,382.625,385.8,340.9838,12001482,0.0,1.0
1597,2011-10-03,395.6,399.95,392.05,394.1,348.3196,9650518,0.0,1.0
1598,2011-09-30,401.75,411.45,396.25,404.175,357.2242,15975306,0.0,1.0
1599,2011-09-29,395.25,406.375,392.225,403.85,356.937,14406076,0.0,1.0
1600,2011-09-28,399.875,403.15,394.55,398.6,352.2968,11444976,0.0,1.0
1601,2011-09-27,387.0,400.35,386.0,398.6,352.2968,10079128,0.0,1.0
1602,2011-09-26,384.6,385.35,373.775,379.6,335.504,12435902,0.0,1.0
1603,2011-09-23,386.95,396.3,382.05,385.3,340.5418,17606854,0.0,1.0
1604,2011-09-22,411.975,413.95,390.0,393.175,347.502,12479748,0.0,1.0
1605,2011-09-21,425.45,425.45,416.15,418.8,370.1503,7785642,0.0,1.0
1606,2011-09-20,411.5,426.975,408.15,425.9,376.4256,8429200,0.0,1.0
1607,2011-09-19,412.5,414.575,407.8,410.775,363.0576,5849942,0.0,1.0
1608,2011-09-16,425.0,425.0,410.5,412.825,364.8694,12256992,0.0,1.0
1609,2011-09-15,416.5,419.3,406.775,418.15,369.5758,9329418,0.0,1.0
1610,2011-09-14,406.95,414.875,402.6,412.7,364.7589,9389752,0.0,1.0
1611,2011-09-13,406.6,412.375,398.375,405.125,358.0638,11612228,0.0,1.0
1612,2011-09-12,405.175,411.225,397.625,403.15,356.3183,8493922,0.0,1.0
1613,2011-09-09,426.075,429.275,411.85,412.875,364.9136,13515726,0.0,1.0
1614,2011-09-08,416.75,429.5,407.25,426.225,376.7128,16130776,0.0,1.0
1615,2011-09-07,412.0,421.75,411.85,416.75,368.3385,14372476,0.0,1.0
1616,2011-09-06,391.6,412.75,388.25,410.75,363.0354,14324610,0.0,1.0
1617,2011-09-05,397.25,399.5,391.475,394.425,348.6068,9134754,0.0,1.0
1618,2011-09-02,398.35,406.85,394.725,402.725,355.9427,15583090,0.0,1.0
1619,2011-08-30,382.5,398.15,382.0,391.3,345.8448,15642896,0.0,1.0
1620,2011-08-29,365.55,379.95,364.175,377.525,333.67,8373860,0.0,1.0
1621,2011-08-26,375.5,378.05,356.0,359.7,317.9156,8915576,0.0,1.0
1622,2011-08-25,380.8,384.5,375.125,376.75,332.985,9698436,0.0,1.0
1623,2011-08-24,382.0,384.75,378.0,380.65,336.432,5937582,0.0,1.0
1624,2011-08-23,380.175,386.0,373.75,382.625,338.1776,8017226,0.0,1.0
1625,2011-08-22,365.5,379.925,362.8,378.5,334.5317,7105614,0.0,1.0
1626,2011-08-19,365.525,369.5,360.65,366.275,323.7269,9326184,0.0,1.0
1627,2011-08-18,378.85,380.0,368.5,370.6,327.5494,7829830,0.0,1.0
1628,2011-08-17,380.25,387.2,375.5,377.5,333.6479,6192704,0.0,1.0
1629,2011-08-16,380.0,386.15,377.35,379.575,335.4819,5160008,0.0,1.0
1630,2011-08-12,391.5,391.5,379.0,380.45,336.2552,7873534,0.0,1.0
1631,2011-08-11,384.175,392.475,382.5,386.1,341.2489,4978610,0.0,1.0
1632,2011-08-10,392.675,395.0,382.5,386.375,341.492,8113086,0.0,1.0
1633,2011-08-09,376.5,389.5,376.5,382.65,338.1997,14926038,0.0,1.0
1634,2011-08-08,388.35,398.2,383.5,390.325,344.9831,10168600,0.0,1.0
1635,2011-08-05,399.75,399.75,389.5,396.0,349.9989,11988194,0.0,1.0
1636,2011-08-04,414.0,415.825,405.025,406.175,358.9919,6280284,0.0,1.0
